,Unique ID,Date,User,Tweet,Preproccesed Tweet,toxic_bert,toxic_bert_binary,perspective,perspective_binary
0,1574816764646502400,2022-09-27 17:42:30+00:00,Pulgoso273,"@DionLimTV @nydia_han @6abc @DionLimTV please report another Asian hate crime in Chicago 

https://t.co/ufUr8uVWIE","['dionlimtv', 'nydiahan', 'abc', 'dionlimtv', 'please', 'report', 'another', 'asian', 'hate', 'crime', 'chicago']",0.004038854502141476,0,0.31629145,0
1,1574815803194675201,2022-09-27 17:38:40+00:00,dbrown1978,@LoriLightfoot Why are you ok with black on Asian crime? Are you a racist?                Elderly Asian man left bleeding profusely after robbers smash his skull with his own wine bottle on Chicago train. This is one of many Asian hate crime you do nothing about.,"['lorilightfoot', 'ok', 'black', 'asian', 'crime', 'racist', 'elderly', 'asian', 'man', 'leave', 'bleed', 'profusely', 'robbers', 'smash', 'skull', 'wine', 'bottle', 'chicago', 'train', 'one', 'many', 'asian', 'hate', 'crime', 'nothing']",0.9033195376396179,1,0.53430706,1
2,1574811892295540736,2022-09-27 17:23:08+00:00,cherry_altoid,"@77_steeze ""The scholar Tamara Nopper told me she felt some Asian Americans were using hate-crime discourse as a way to avoid 'dealing with anti-Blackness.'” 

C'mon.","['steeze', 'scholar', 'tamara', 'nopper', 'tell', 'felt', 'asian', 'americans', 'use', 'hatecrime', 'discourse', 'way', 'avoid', 'deal', 'antiblackness', '”', 'cmon']",0.0029471421148627996,0,0.39230084,0
3,1574810291866669059,2022-09-27 17:16:46+00:00,EthanResists,"Without President Biden we wouldn't have the American Rescue Plan, the Chips Law, the Inflation Reduction Act, the PACT Act, the updated Violence Against Women Act, the Safer Communities Act, the Anti-Asian Hate Crime Law, or any student debt relief.

Elections matter.","['without', 'president', 'biden', 'would', 'american', 'rescue', 'plan', 'chip', 'law', 'inflation', 'reduction', 'act', 'pact', 'act', 'update', 'violence', 'women', 'act', 'safer', 'communities', 'act', 'antiasian', 'hate', 'crime', 'law', 'student', 'debt', 'relief', 'elections', 'matter']",0.0008624832262285054,0,0.17661177,0
4,1574807552046419970,2022-09-27 17:05:53+00:00,_dieweltschmerz,"@NYMag @estherxlwang @verge This article also pushes the hate-crime discourse, but has stats (reliable? Dunno). There’s no ideological reason I can fathom for Black-&gt;Asian violence. Just seems like the most disadvantaged members of society frequently robbing people a few rungs above. https://t.co/u0ApnvnNGA","['nymag', 'estherxlwang', 'verge', 'article', 'also', 'push', 'hatecrime', 'discourse', 'stats', 'reliable', 'know', 'ideological', 'reason', 'fathom', 'blackgtasian', 'violence', 'seem', 'like', 'disadvantage', 'members', 'society', 'frequently', 'rob', 'people', 'rungs']",0.009656503796577454,0,0.355017,0
5,1574804887845609474,2022-09-27 16:55:18+00:00,DanFTaylor,@activeasian You can quit now. The hate crime of Asian girls dating white guys has been exhaustively described.,"['activeasian', 'quit', 'hate', 'crime', 'asian', 'girls', 'date', 'white', 'guy', 'exhaustively', 'describe']",0.36551594734191895,0,0.44805592,0
6,1574798788509704198,2022-09-27 16:31:04+00:00,blkbatgrl,@activeasian Another Asian Hate crime committed from the BC!! I wonder how much news coverage this will get.🤷🏾‍♀️🤦🏿‍♀️,"['activeasian', 'another', 'asian', 'hate', 'crime', 'commit', 'wonder', 'much', 'news', 'coverage', 'getwoman_shrugging_medium-dark_skin_tonewoman_facepalming_dark_skin_tone']",0.0744708776473999,0,0.39694545,0
7,1574789592821235717,2022-09-27 15:54:31+00:00,ceogrip,"📻 Tune into Maritime Radio @maritimeLDN at 4:45pm tomorrow (Wednesday 28th September) to hear our Hate Crime Coordinator, Marc Lorenzi, talk about this year's National Hate Crime Awareness Week and the drastic influx of South-East Asian hate crimes during the COVID-19 Pandemic https://t.co/ZuDenaMQW9","['radio', 'tune', 'maritime', 'radio', 'maritimeldn', 'pm', 'tomorrow', 'wednesday', 'th', 'september', 'hear', 'hate', 'crime', 'coordinator', 'marc', 'lorenzi', 'talk', 'years', 'national', 'hate', 'crime', 'awareness', 'week', 'drastic', 'influx', 'southeast', 'asian', 'hate', 'crimes', 'covid', 'pandemic']",0.0007463222718797624,0,0.10634898,0
8,1574787845943808000,2022-09-27 15:47:35+00:00,dustofthewest,Scholar Tamara Nopper felt Asian Americans were using hate-crime discourse as a way to avoid “dealing with anti-Blackness.”... joining in would contribute to the impression that we’re living through a crime wave and should turn to carceral solutions. https://t.co/saP7YdiO8n,"['scholar', 'tamara', 'nopper', 'felt', 'asian', 'americans', 'use', 'hatecrime', 'discourse', 'way', 'avoid', '“', 'deal', 'antiblackness', '”', 'join', 'would', 'contribute', 'impression', 'live', 'crime', 'wave', 'turn', 'carceral', 'solutions']",0.0013733995147049427,0,0.34388447,0
9,1574786011359592449,2022-09-27 15:40:17+00:00,huynhnha0506,Shooting at Asian-owned salon in Dallas investigated as federal hate crime | CNN https://t.co/bFUAGqgoyi,"['shoot', 'asianowned', 'salon', 'dallas', 'investigate', 'federal', 'hate', 'crime', 'cnn']",0.0008710352121852338,0,0.21804169,0
10,1574776520509366274,2022-09-27 15:02:35+00:00,DeSilvatronicon,Where's all the coverage about Black-on-Asian hate crime? Nobody wants to talk about that huh?,"['coverage', 'blackonasian', 'hate', 'crime', 'nobody', 'want', 'talk', 'huh']",0.08689294010400772,0,0.4151741,0
11,1574771740802179074,2022-09-27 14:43:35+00:00,JackBeTrader,@DionLimTV @nydia_han @6abc this is not an asian hate crime good lord,"['dionlimtv', 'nydiahan', 'abc', 'asian', 'hate', 'crime', 'good', 'lord']",0.06528359651565552,0,0.355017,0
12,1574770620893921280,2022-09-27 14:39:08+00:00,KlausVonHoffen1,More Asian Hate Crime attacks perpetrated by BLM Biden Harris supporters! https://t.co/OAQ35JwoUB,"['asian', 'hate', 'crime', 'attack', 'perpetrate', 'blm', 'biden', 'harris', 'supporters']",0.3096206486225128,0,0.39421332,0
13,1574766106002300929,2022-09-27 14:21:12+00:00,DHinds981,Coronavirus Fear? Suspected hate crime targeting Asian man caught on camera https://t.co/jJd5GuGQRq via @YouTube,"['coronavirus', 'fear', 'suspect', 'hate', 'crime', 'target', 'asian', 'man', 'catch', 'camera', 'via', 'youtube']",0.0035111443139612675,0,0.31089294,0
14,1574760833493729280,2022-09-27 14:00:15+00:00,DeeDay53695896,"@AsianDawn4 Hate Crime
No need to hit Asian guy on head.","['asiandawn', 'hate', 'crime', 'need', 'hit', 'asian', 'guy', 'head']",0.733017086982727,1,0.44298556,0
15,1574745033135509504,2022-09-27 12:57:27+00:00,cheefrock6956,@MrAndyNgo Wasn’t so long ago Nancy Pelosi wanted to represent “white males “ as responsible for Asian hate/crime on Asians.  Every event I have seen is black on Asian crime.  So no publicity here..cause perpetrator is not white..doesn’t match journalist view.,"['mrandyngo', 'long', 'ago', 'nancy', 'pelosi', 'want', 'represent', '“', 'white', 'males', '“', 'responsible', 'asian', 'hatecrime', 'asians', 'every', 'event', 'see', 'black', 'asian', 'crime', 'publicity', 'herebecause', 'perpetrator', 'whitedoes', 'match', 'journalist', 'view']",0.05097462609410286,0,0.43622825,0
16,1574739017836285952,2022-09-27 12:33:33+00:00,DuskDaUmbreon,"@OneRadChee This is slander and harassment and a hate crime.

I am neither libertarian nor do I have an asian wife, nor a wife of any other ethnicity, for that matter.

Expect a letter from my lawyers about this umbreon SLANDER","['oneradchee', 'slander', 'harassment', 'hate', 'crime', 'neither', 'libertarian', 'asian', 'wife', 'wife', 'ethnicity', 'matter', 'expect', 'letter', 'lawyers', 'umbreon', 'slander']",0.26365238428115845,0,0.4151741,0
17,1574732347941048324,2022-09-27 12:07:03+00:00,kenny3911,@activeasian Let's be honest. Black on Asian hate crime!,"['activeasian', 'let', 'us', 'honest', 'black', 'asian', 'hate', 'crime']",0.6826712489128113,1,0.56268007,1
18,1574714976106864645,2022-09-27 10:58:01+00:00,PureBlarney,"@MrAndyNgo Another black on Asian hate crime, where is #CNN and #MSNBC - I wonder if they would cover this if the victim was black?","['mrandyngo', 'another', 'black', 'asian', 'hate', 'crime', 'cnn', 'msnbc', 'wonder', 'would', 'cover', 'victim', 'black']",0.1104801595211029,0,0.5535644,1
19,1574706599670661120,2022-09-27 10:24:44+00:00,SuspendedRobot,"Using the term anti-asian ""hate crime"" is unproductive, this simply gives the bobas and our enemies a space to debate the ""hate"" part of the term.

Just call it ""crimes against asians"", then we won't have the burden to prove the motivation, just the fact that it happened.","['use', 'term', 'antiasian', 'hate', 'crime', 'unproductive', 'simply', 'give', 'bobas', 'enemies', 'space', 'debate', 'hate', 'part', 'term', 'call', 'crimes', 'asians', 'burden', 'prove', 'motivation', 'fact', 'happen']",0.005218939855694771,0,0.355017,0
20,1574696124182568960,2022-09-27 09:43:07+00:00,deputy126,@FOX29philly @6abc did I miss your coverage on this horrific crime in dementia joes hometown?👇👇👇👇👇👇black on Asian hate crime????? https://t.co/MObkQJGeCB,"['foxphilly', 'abc', 'miss', 'coverage', 'horrific', 'crime', 'dementia', 'joes', 'hometownbackhand_index_pointing_downbackhand_index_pointing_downbackhand_index_pointing_downbackhand_index_pointing_downbackhand_index_pointing_downbackhand_index_pointing_downblack', 'asian', 'hate', 'crime']",0.0031773291993886232,0,0.5535644,1
21,1574695192346918912,2022-09-27 09:39:24+00:00,pjw10500,"@maziehirono @POTUS @VP Wouldn't an ""Anti-Asian Hate Crime Law"" support hate crimes?  When you put anti in front, it means opposed to.  So your against the Asian Hate Crime Law?  Point being, if you're gonna write bills you better learn that proper English is important.","['maziehirono', 'potus', 'vp', 'would', 'antiasian', 'hate', 'crime', 'law', 'support', 'hate', 'crimes', 'put', 'anti', 'front', 'mean', 'oppose', 'asian', 'hate', 'crime', 'law', 'point', 'go', 'write', 'bill', 'better', 'learn', 'proper', 'english', 'important']",0.008860887959599495,0,0.2022951,0
22,1574658232634613760,2022-09-27 07:12:33+00:00,GenevieveD_,Expecting a full scale Asian hate crime soon,"['expect', 'full', 'scale', 'asian', 'hate', 'crime', 'soon']",0.467428594827652,0,0.5023275,1
23,1574653636730560513,2022-09-27 06:54:17+00:00,CraigMassner,THIS is real anti-Asian hate crime. Not a skinhead in sight. https://t.co/2r5URqywje,"['real', 'antiasian', 'hate', 'crime', 'skinhead', 'sight']",0.051702532917261124,0,0.4151741,0
24,1574636949289467904,2022-09-27 05:47:58+00:00,wv_ninja67,@ZASpookshow Hanging dong sounds like an asian hate crime,"['zaspookshow', 'hang', 'dong', 'sound', 'like', 'asian', 'hate', 'crime']",0.3738362789154053,0,0.45045215,0
25,1574621810871930881,2022-09-27 04:47:49+00:00,SilentFart15,@MrAndyNgo That's because 99.9% of Asian hate crime is committed by a fk'n black man and it would sure be awfully racist if someone was to point that out.....,"['mrandyngo', 'asian', 'hate', 'crime', 'commit', 'fkn', 'black', 'man', 'would', 'sure', 'awfully', 'racist', 'someone', 'point']",0.5146613717079163,1,0.5958905,1
26,1574618099667636226,2022-09-27 04:33:04+00:00,curbcooler707,"@ShiblonM @MrAndyNgo A group of Asian robbers just get arrested for  hammer beating, pistol whipping, and  shooting a off duty Afro-Larino  deputy named Darren Andre Hernandez to desth during converter  theft. Was this a hate crime?! https://t.co/ooWorNKTXx","['shiblonm', 'mrandyngo', 'group', 'asian', 'robbers', 'get', 'arrest', 'hammer', 'beat', 'pistol', 'whip', 'shoot', 'duty', 'afrolarino', 'deputy', 'name', 'darren', 'andre', 'hernandez', 'desth', 'converter', 'theft', 'hate', 'crime']",0.46926483511924744,0,0.355017,0
27,1574617729012797441,2022-09-27 04:31:36+00:00,wlwpoem,this is an asian hate crime https://t.co/OzX4L2WmXf,"['asian', 'hate', 'crime']",0.016653627157211304,0,0.5363433,1
28,1574617144817422336,2022-09-27 04:29:16+00:00,COpolitic,.@JohnCarneyDE .@delgazette .@KamalaHarris .@FLOTUS .@MailOnline .@K_JeanPierre .@TuckerCarlson Why isn’t .@POTUS doing anything about this Asian hate crime in his home state of Delaware where a Korean-American was brutally attacked? 👇🏻 https://t.co/El2vZRWL8z,"['johncarneyde', 'delgazette', 'kamalaharris', 'flotus', 'mailonline', 'kjeanpierre', 'tuckercarlson', 'potus', 'anything', 'asian', 'hate', 'crime', 'home', 'state', 'delaware', 'koreanamerican', 'brutally', 'attack', 'backhand_index_pointing_down_light_skin_tone']",0.007750834338366985,0,0.2297899,0
29,1574616562866462721,2022-09-27 04:26:58+00:00,xShangox,"Whenever there's a ""black and"" the trick bag isn't far behind.
They can do spacific things for everyone except Black. Asian Hate crime bill, DACA, immigrants ect. But nothing specifically for Black.
#NoAntiBlackRacism https://t.co/oXdLsxsI6Y","['whenever', 'black', 'trick', 'bag', 'far', 'behind', 'spacific', 'things', 'everyone', 'except', 'black', 'asian', 'hate', 'crime', 'bill', 'daca', 'immigrants', 'ect', 'nothing', 'specifically', 'black', 'noantiblackracism']",0.32285276055336,0,0.5124461,1
30,1574616491382935552,2022-09-27 04:26:41+00:00,xShangox,"@KOINNews Whenever there's a ""black and"" the trick bag isn't far behind.
They can do spacific things for everyone except Black. Asian Hate crime bill, DACA, immigrants ect. But nothing specifically for Black.
#NoAntiBlackRacism","['koinnews', 'whenever', 'black', 'trick', 'bag', 'far', 'behind', 'spacific', 'things', 'everyone', 'except', 'black', 'asian', 'hate', 'crime', 'bill', 'daca', 'immigrants', 'ect', 'nothing', 'specifically', 'black', 'noantiblackracism']",0.47810813784599304,0,0.502098,1
31,1574613839894974464,2022-09-27 04:16:08+00:00,curbcooler707,"@ShiblonM @MrAndyNgo Why are Asian on balck crimes never reported as hate crimes🙄. Why wa not the asisn,an in Philly who had balck nurse named Ebony a wood shit over 50 times hate crime?! Oh and the Edina ignred that didn’t they?! https://t.co/jCYC1dD9A8","['shiblonm', 'mrandyngo', 'asian', 'balck', 'crimes', 'never', 'report', 'hate', 'crimesface_with_rolling_eyes', 'wa', 'asisnan', 'philly', 'balck', 'nurse', 'name', 'ebony', 'wood', 'shit', 'time', 'hate', 'crime', 'oh', 'edina', 'ignred']",0.8310649991035461,1,0.6237118,1
32,1574609504171593729,2022-09-27 03:58:55+00:00,Lalvahoo,@DionLimTV @gofundme Were missing an element of the Black-on-Asian hate crime wave. The hostility seems born of envy and resentment. How does a race of persecuted immigrants succeed where another race fails?,"['dionlimtv', 'gofundme', 'miss', 'element', 'blackonasian', 'hate', 'crime', 'wave', 'hostility', 'seem', 'bear', 'envy', 'resentment', 'race', 'persecute', 'immigrants', 'succeed', 'another', 'race', 'fail']",0.041249871253967285,0,0.4254099,0
33,1574605262924574721,2022-09-27 03:42:04+00:00,woutervandijk18,"@MrAndyNgo Another black on Asian racist hate crime. 

Why are black people so racist?","['mrandyngo', 'another', 'black', 'asian', 'racist', 'hate', 'crime', 'black', 'people', 'racist']",0.8136453032493591,1,0.77806646,1
34,1574604049810595841,2022-09-27 03:37:14+00:00,rising_serpent,"Repeat offender well known to law enforcement and should never have been allowed to roam free.
Why is it that black on Asian hate crime reporting conveniently neglects the race of the perpetrator but the media hallucinates white supremacy more often than they pass gas? https://t.co/rVauXxn83Z https://t.co/SCTSDTMu4W","['repeat', 'offender', 'well', 'know', 'law', 'enforcement', 'never', 'allow', 'roam', 'free', 'black', 'asian', 'hate', 'crime', 'report', 'conveniently', 'neglect', 'race', 'perpetrator', 'media', 'hallucinate', 'white', 'supremacy', 'often', 'pass', 'gas']",0.009763173758983612,0,0.45964533,0
35,1574595967243866112,2022-09-27 03:05:07+00:00,Down_W_Tatmadaw,Violent Black on Asian hate crime https://t.co/2cQ5sLsCsr,"['violent', 'black', 'asian', 'hate', 'crime']",0.5950775146484375,1,0.7007861,1
